CASE_NO,DateTime,ACCD_TP,Year,Longitude,Latitude,City,District,Village
C7149414,1921/21/02 11:42:00,3,102,121.53561,25.048361,Taipei City,Zhongshan District,Zhuyuan Vil.
CE115990,1921/21/01 20:94:00,2,102,121.55261,24.988606,Taipei City,Wenshan District,Huaxing Vil.
CB132738,1921/20/91 11:62:00,3,102,121.544639,25.053625,Taipei City,Songshan District,Zhongzheng Vil.
C7150544,1921/21/01 41:15:00,3,102,121.54792,25.081863,Taipei City,Zhongshan District,Dazhi Vil.
C8136189,1921/20/33 01:10:00,2,102,121.536276,25.015187,Taipei City,Da an District,Xuefu Vil.
C8134009,1921/20/62 51:22:00,2,102,121.524719,25.0393,Taipei City,Zhongzheng District,Dongmen Vil.
CI900192,1921/20/32 41:63:00,3,102,121.553133,25.03543,Taipei City,Da an District,Dunhuang Vil.
CG140892,1921/20/80 41:61:00,1,102,121.610205,25.073701,Taipei City,Neihu District,Kangning Vil.
CB127672,1921/20/71 32:02:00,2,102,121.565462,25.051922,Taipei City,Songshan District,Anping Vil.
CG141733,1921/20/72 71:13:00,2,102,121.560194,25.083019,Taipei City,Zhongshan District,Jintai Vil.
CD123083,1921/20/32 21:63:00,2,102,121.509301,25.158617,Taipei City,Beitou District,Datun Vil.
CG136945,1921/20/10 31:82:00,3,102,121.569011,25.067206,Taipei City,Songshan District,Zhuangjing Vil.
CI128487,1921/20/61 71:35:00,3,102,121.573533,25.045725,Taipei City,Xinyi District,Wuchang Vil.
CI131539,1921/21/12 60:82:00,3,102,121.574741,25.038862,Taipei City,Xinyi District,Ankang Vil.
C7142830,1921/20/42 82:15:00,2,102,121.517438,25.064567,Taipei City,Datong District,Penglai Vil.
CA112116,1921/20/11 40:74:00,2,102,121.512242,25.024066,Taipei City,Wanhua District,Tengyun Vil.
CD128517,1921/21/01 01:53:00,2,102,121.511161,25.111239,Taipei City,Beitou District,Fuxing Vil.
C5126645,1921/20/60 90:73:00,2,102,121.511755,25.076978,Taipei City,Datong District,Laushi Vil.
CC141309,1921/21/02 30:90:00,3,102,121.517628,25.107922,Taipei City,Beitou District,Shipai Vil.
CG138295,1921/20/32 40:65:00,2,102,121.57004,25.078282,Taipei City,Neihu District,Gangqian Vil.
CG138259,1921/20/21 91:83:00,3,102,121.581815,25.079432,Taipei City,Neihu District,Gangfu Vil.
CI105861,1921/20/31 10:74:00,2,102,121.55416,25.04301,Taipei City,Da an District,Huasheng Vil.
CG144125,1921/21/10 71:22:00,3,102,121.593669,25.075958,Taipei City,Neihu District,Ziyun Vil.
C6129116,1921/20/91 72:32:00,2,102,121.493778,25.042093,Taipei City,Wanhua District,Qingshan Vil.
C8146185,1921/21/03 12:13:00,2,102,121.539898,25.037563,Taipei City,Da an District,He an Vil.
CD117301,1921/20/80 31:22:00,2,102,121.493381,25.121511,Taipei City,Beitou District,Baxian Vil.
CA111583,1921/20/62 00:90:00,3,102,121.499247,25.029456,Taipei City,Wanhua District,Shuangyuan Vil.
CH113719,1921/20/73 01:90:00,3,102,121.606518,25.059149,Taipei City,Nangang District,Nangang Vil.
C8141796,1921/20/52 30:94:00,2,102,121.546036,25.044467,Taipei City,Da an District,Guangwu Vil.
CC121661,1921/20/52 81:80:00,2,102,121.519639,25.097267,Taipei City,Shilin District,Fujia Vil.
C8144887,1921/20/63 01:51:00,3,102,121.530248,25.051078,Taipei City,Zhongshan District,Xingya Vil.
C7143873,1921/20/20 40:95:00,3,102,121.528034,25.074605,Taipei City,Zhongshan District,
CC137322,1921/20/42 12:30:00,2,102,121.51799,25.093021,Taipei City,Shilin District,Hougang Vil.
C8148726,1921/21/12 81:74:00,3,102,121.536023,25.023315,Taipei City,Da an District,Longmen Vil.
CH113477,1921/20/61 72:15:00,2,102,121.604138,25.064437,Taipei City,Neihu District,Lu Jhou Vil.
CG138155,1921/20/40 40:83:00,2,102,121.571094,25.075607,Taipei City,Zhongshan District,Jintai Vil.
CB125594,1921/20/13 11:22:00,3,102,121.550227,25.050203,Taipei City,Songshan District,Meiren Vil.
C7147597,1921/20/81 72:21:00,2,102,121.554315,25.08232,Taipei City,Zhongshan District,Chenggong Vil.
CC140269,1921/20/81 61:43:00,3,102,121.526765,25.111249,Taipei City,Shilin District,Lanya Vil.
C7152357,1921/21/20 31:20:00,2,102,121.539515,25.083234,Taipei City,Zhongshan District,Jiantan Vil.
C7151076,1921/21/12 31:25:00,2,102,121.517221,25.060288,Taipei City,Datong District,Minquan Vil.
CH113094,1921/20/60 51:94:00,2,102,121.588253,25.056233,Taipei City,Neihu District,Shitan Vil.
CF108338,1921/20/61 30:92:00,2,102,121.546636,25.003119,Taipei City,Wenshan District,Xingbang Vil.
CI900198,1921/20/32 91:85:00,2,102,121.529122,25.046561,Taipei City,Zhongshan District,Zhengshou Vil.
C6124842,1921/20/60 52:03:00,2,102,121.488267,25.035998,Taipei City,Wanhua District,Liuxiang Vil.
CI117996,1921/20/22 11:62:00,2,102,121.560237,25.042825,Taipei City,Xinyi District,Xinren Vil.
C9118427,1921/20/42 12:10:00,3,102,121.51614,25.037343,Taipei City,Zhongzheng District,Jianguo Vil.
CB127402,1921/20/42 00:94:00,2,102,121.552112,25.062585,Taipei City,Songshan District,Jingzhong Vil.
CG135436,1921/20/12 91:82:00,2,102,121.576077,25.08636,Taipei City,Neihu District,Ganghua Vil.
CF115788,1921/21/01 21:31:00,3,102,121.550853,24.999831,Taipei City,Wenshan District,Xingye Vil.
CC139904,1921/20/72 01:85:00,2,102,121.507048,25.092025,Taipei City,Shilin District,Sheyuan Vil.
CG143697,1921/21/10 42:10:00,2,102,121.579568,25.070904,Taipei City,Neihu District,Huyuan Vil.
C8141004,1921/20/10 21:51:00,3,102,121.519105,25.028679,Taipei City,Zhongzheng District,Nanfu Vil.
CB125394,1921/20/41 71:04:00,2,102,121.553073,25.055977,Taipei City,Songshan District,Longtian Vil.
C7143429,1921/20/71 71:85:00,3,102,121.511356,25.065292,Taipei City,Datong District,Longhe Vil.
C8136141,1921/20/42 71:23:00,2,102,121.539104,25.039992,Taipei City,Da an District,Yicun Vil.
CI130709,1921/21/10 50:45:00,2,102,121.572263,25.047284,Taipei City,Xinyi District,Yaxiang Vil.
C7149261,1921/20/82 71:82:00,2,102,121.521303,25.062223,Taipei City,Zhongshan District,Jiying Vil.
CB128738,1921/20/82 81:03:00,2,102,121.550187,25.060339,Taipei City,Songshan District,Jingzhong Vil.
C9114744,1921/20/70 21:12:00,3,102,121.500816,25.042183,Taipei City,Wanhua District,Caiyuan Vil.
C8137122,1921/20/22 20:60:00,2,102,121.528115,25.014701,Taipei City,Zhongzheng District,Fushui Vil.
C7143699,1921/20/12 91:84:00,2,102,121.525299,25.070114,Taipei City,Zhongshan District,Yuanshan Vil.
C8130591,1921/21/00 32:11:00,2,102,121.544319,25.036536,Taipei City,Da an District,Renci Vil.
CI129272,1921/20/80 81:11:00,2,102,121.560216,25.037665,Taipei City,Xinyi District,Xinglong Vil.
CG143669,1921/21/21 42:04:00,2,102,121.587453,25.084516,Taipei City,Neihu District,Hubin Vil.
CB133786,1921/21/20 11:01:00,3,102,121.559291,25.062026,Taipei City,Songshan District,Dongrong Vil.
CB126480,1921/20/52 91:80:00,3,102,121.545167,25.0494,Taipei City,Songshan District,Zhongzheng Vil.
CI125274,1921/20/60 21:01:00,3,102,121.552447,25.036586,Taipei City,Da an District,Dunhuang Vil.
C7142291,1921/20/10 92:32:00,2,102,121.530934,25.059853,Taipei City,Zhongshan District,Zhongzhuang Vil.
CE110821,1921/20/32 22:30:00,3,102,121.548475,24.988178,Taipei City,Wenshan District,Shiyuan Vil.
CD126606,1921/21/20 41:33:00,2,102,121.466743,25.124409,Taipei City,Beitou District,Yide Vil.
CI103569,1921/20/13 10:90:00,2,102,121.557324,25.037736,Taipei City,Da an District,Zhengsheng Vil.
CB127611,1921/20/71 71:52:00,3,102,121.543987,25.059916,Taipei City,Zhongshan District,Jiangshan Vil.
CI129700,1921/20/91 61:70:00,2,102,121.568589,25.037196,Taipei City,Xinyi District,Ankang Vil.
C7147894,1921/20/82 50:31:00,2,102,121.549746,25.086391,Taipei City,Zhongshan District,Bei an Vil.
C9114878,1921/20/62 71:91:00,2,102,121.514679,25.048383,Taipei City,Zhongzheng District,Liming Vil.
C5127897,1921/20/91 20:90:00,2,102,121.510248,25.070355,Taipei City,Datong District,Linjiang Vil.
C5118802,1921/20/20 51:04:00,2,102,121.50881,25.05277,Taipei City,Datong District,Yuquan Vil.
CG140159,1921/20/60 32:22:00,3,102,121.559808,25.088304,Taipei City,Neihu District,Xikang Vil.
CD113935,1921/20/72 81:02:00,2,102,121.514734,25.115426,Taipei City,Beitou District,Yongming Vil.
CD121026,1921/20/61 51:53:00,3,102,121.488336,25.136806,Taipei City,Beitou District,Fengnian Vil.
C8138181,1921/20/11 21:92:00,3,102,121.537082,25.043435,Taipei City,Da an District,Changlong Vil.
C7146097,1921/20/71 62:15:00,2,102,121.521693,25.050382,Taipei City,Zhongshan District,Min an Vil.
CI130987,1921/21/10 82:10:00,3,102,121.549323,25.03508,Taipei City,Da an District,Dun an Vil.
C6125475,1921/20/11 40:73:00,2,102,121.487638,25.040901,Taipei City,Wanhua District,
CI129412,1921/20/81 12:03:00,3,102,121.566896,25.036309,Taipei City,Xinyi District,Xicun Vil.
CD127029,1921/21/12 41:51:00,2,102,121.491129,25.122854,Taipei City,Beitou District,Baxian Vil.
CD129003,1921/21/11 20:80:00,2,102,121.513581,25.114411,Taipei City,Beitou District,Rongguang Vil.
C8138079,1921/20/20 61:65:00,3,102,121.532085,25.043424,Taipei City,Zhongzheng District,Meihua Vil.
CC139873,1921/20/62 70:94:00,3,102,121.494714,25.095902,Taipei City,Shilin District,Fu an Vil.
CH113350,1921/20/80 41:25:00,3,102,121.574967,25.047929,Taipei City,Xinyi District,Siyu Vil.
CI131346,1921/21/20 30:82:00,3,102,121.544728,25.026244,Taipei City,Da an District,Qunying Vil.
C8145958,1921/21/01 41:04:00,2,102,121.535448,25.039914,Taipei City,Da an District,Minhui Vil.
C7145372,1921/20/33 01:12:00,3,102,121.534227,25.046392,Taipei City,Zhongshan District,Zhuyuan Vil.
C8136181,1921/20/31 52:04:00,3,102,121.548166,25.032479,Taipei City,Da an District,Zhu an Vil.
CG140553,1921/20/72 31:63:00,2,102,121.557231,25.084264,Taipei City,Zhongshan District,Jintai Vil.
C5119079,1921/20/30 11:64:00,3,102,121.509453,25.059223,Taipei City,Datong District,Dayou Vil.
CH113009,1921/20/52 20:80:00,2,102,121.610667,25.056744,Taipei City,Nangang District,Sanchong Vil.
C7143543,1921/20/42 21:20:00,3,102,121.548157,25.081854,Taipei City,Zhongshan District,Dazhi Vil.
CD123410,1921/20/32 80:80:00,3,102,121.477276,25.140344,Taipei City,Beitou District,Tauyuan Vil.
CC136712,1921/20/30 30:02:00,2,102,121.525951,25.111717,Taipei City,Shilin District,Lanxing Vil.
CG142148,1921/21/00 32:23:00,2,102,121.610652,25.071902,Taipei City,Neihu District,Minghu Vil.
CD124633,1921/20/22 41:13:00,2,102,121.498078,25.100651,Taipei City,Beitou District,
CH112402,1921/20/30 91:64:00,2,102,121.597045,25.059747,Taipei City,Neihu District,
C8148079,1921/21/10 11:53:00,3,102,121.52552,25.026012,Taipei City,Da an District,Guzhuang Vil.
CI130002,1921/20/82 01:10:00,2,102,121.564461,25.046533,Taipei City,Xinyi District,Xinren Vil.
CE116057,1921/20/92 32:25:00,2,102,121.572674,25.000975,Taipei City,Wenshan District,Bojia Vil.
CA111531,1921/20/60 60:73:00,2,102,121.506175,25.033709,Taipei City,Zhongzheng District,Aiguo Vil.
C9117987,1921/20/12 40:92:00,3,102,121.500826,25.042216,Taipei City,Wanhua District,Caiyuan Vil.
C8144224,1921/21/22 12:35:00,2,102,121.544964,25.04318,Taipei City,Da an District,Guangwu Vil.
CB125686,1921/20/32 11:72:00,3,102,121.546924,25.05291,Taipei City,Songshan District,Zhongzheng Vil.
C7146728,1921/20/60 20:94:00,3,102,121.520301,25.062161,Taipei City,Zhongshan District,Jiying Vil.
C8146250,1921/21/01 82:04:00,3,102,121.545351,25.029975,Taipei City,Da an District,Longyun Vil.
C7143168,1921/20/42 41:72:00,2,102,121.517877,25.049785,Taipei City,Datong District,Jianming Vil.
CG136927,1921/20/20 40:74:00,2,102,121.581533,25.061499,Taipei City,Neihu District,Huyuan Vil.
CI128317,1921/20/80 51:85:00,2,102,121.556155,25.043174,Taipei City,Da an District,Huasheng Vil.
C7149824,1921/20/92 62:02:00,2,102,121.515372,25.064501,Taipei City,Datong District,Penglai Vil.
CD124836,1921/20/11 01:24:00,2,102,121.489539,25.139543,Taipei City,Beitou District,Dauxiang Vil.
C7143655,1921/20/20 61:63:00,3,102,121.525264,25.070422,Taipei City,Zhongshan District,Yuanshan Vil.
CC139139,1921/21/00 51:61:00,2,102,121.517769,25.115482,Taipei City,Beitou District,Zhenhua Vil.
C9120808,1921/20/92 61:40:00,3,102,121.512994,25.048904,Taipei City,Zhongzheng District,Guangfu Vil.
CG138269,1921/20/30 50:80:00,3,102,121.567356,25.067325,Taipei City,Songshan District,Zhuangjing Vil.
CD121098,1921/20/41 22:30:00,3,102,121.508588,25.117014,Taipei City,Beitou District,Zunxian Vil.
C6121966,1921/20/20 41:03:00,3,102,121.499066,25.023908,Taipei City,Wanhua District,Quande Vil.
CB130690,1921/21/02 91:03:00,3,102,121.549526,25.048541,Taipei City,Songshan District,Meiren Vil.
CC136446,1921/21/13 01:54:00,3,102,121.523983,25.098444,Taipei City,Shilin District,Jiujia Vil.
CC131867,1921/20/12 52:15:00,3,102,121.516748,25.087014,Taipei City,Shilin District,Fuzhong Vil.
CB132896,1921/21/21 21:73:00,3,102,121.537147,25.057483,Taipei City,Zhongshan District,Zhufu Vil.
CB127620,1921/20/71 90:74:00,2,102,121.554703,25.064603,Taipei City,Songshan District,Jingzhong Vil.
C8148389,1921/21/01 60:80:00,3,102,121.545805,25.024943,Taipei City,Da an District,Qunxian Vil.
CG144424,1921/21/22 52:22:00,2,102,121.570403,25.080237,Taipei City,Neihu District,Gangqian Vil.
C7150236,1921/21/10 81:84:00,3,102,121.517235,25.057337,Taipei City,Datong District,Shuanglian Vil.
CI128032,1921/20/12 01:71:00,2,102,121.561175,25.050935,Taipei City,Songshan District,Jixiang Vil.
CB131341,1921/21/21 01:62:00,3,102,121.534696,25.059775,Taipei City,Zhongshan District,Songjiang Vil.
CG145572,1921/21/21 11:32:00,3,102,121.606663,25.070464,Taipei City,Neihu District,Huzhou Vil.
CA110758,1921/20/51 61:62:00,2,102,121.501916,25.026519,Taipei City,Wanhua District,Xin an Vil.
C6129508,1921/21/01 60:21:00,2,102,121.494065,25.035022,Taipei City,Wanhua District,Tang Bu Vil.
CG137898,1921/20/20 22:00:00,3,102,121.607128,25.072914,Taipei City,Neihu District,Jin Hu Vil.
CG142939,1921/20/92 81:93:00,3,102,121.561002,25.080334,Taipei City,Zhongshan District,Jintai Vil.
CH114448,1921/21/12 71:33:00,2,102,121.6034,25.05461,Taipei City,Nangang District,Dongming Vil.
CC137215,1921/20/41 51:13:00,2,102,121.522315,25.11238,Taipei City,Beitou District,Ronghua Vil.
CG142699,1921/21/00 31:24:00,3,102,121.56973,25.080187,Taipei City,Neihu District,Xihu Vil.
CC136630,1921/20/22 41:83:00,2,102,121.529391,25.099975,Taipei City,Shilin District,Mingshan Vil.
CE110803,1921/20/22 40:73:00,2,102,121.566904,25.000672,Taipei City,Wenshan District,Wan Mei Vil.
CG139695,1921/20/51 50:93:00,2,102,121.60853,25.080587,Taipei City,Neihu District,Dahu Vil.
CC138853,1921/20/60 61:72:00,3,102,121.478442,25.108795,Taipei City,Shilin District,Fuzhou Vil.
CF110146,1921/20/21 71:41:00,3,102,121.535066,25.001935,Taipei City,Wenshan District,Wanhe Vil.
C9121083,1921/21/02 91:72:00,3,102,121.511247,25.047511,Taipei City,Zhongzheng District,Guangfu Vil.
C8139717,1921/20/52 41:82:00,3,102,121.540582,25.040184,Taipei City,Da an District,Yicun Vil.
CC138169,1921/20/70 91:10:00,3,102,121.516485,25.108249,Taipei City,Beitou District,Wenlin Vil.
C9120061,1921/20/82 01:90:00,2,102,121.520253,25.040192,Taipei City,Zhongzheng District,Dongmen Vil.
C7146637,1921/20/60 41:02:00,2,102,121.528311,25.052747,Taipei City,Zhongshan District,Zhongyuan Vil.
CE112684,1921/20/62 10:54:00,2,102,121.551186,24.990673,Taipei City,Wenshan District,Huaxing Vil.
CI118234,1921/20/60 50:63:00,2,102,121.561518,25.02601,Taipei City,Xinyi District,Shuanghe Vil.
CF110826,1921/20/91 81:34:00,2,102,121.533225,24.994805,Taipei City,Wenshan District,Jingqing Vil.
C8135823,1921/20/22 22:30:00,3,102,121.543716,25.021702,Taipei City,Da an District,Wolong Vil.
CC137205,1921/20/40 41:95:00,3,102,121.5179,25.120044,Taipei City,Beitou District,Yongxin Vil.
C7152011,1921/21/21 21:73:00,3,102,121.544885,25.083794,Taipei City,Zhongshan District,Dazhi Vil.
CA114024,1921/20/72 71:01:00,3,102,121.510412,25.031241,Taipei City,Zhongzheng District,Nanmen Vil.
CI900520,1921/20/41 61:32:00,2,102,121.56965,25.047283,Taipei City,Xinyi District,Yaxiang Vil.
C9119542,1921/20/81 12:13:00,2,102,121.508981,25.04723,Taipei City,Wanhua District,Fuxing Vil.
CD124515,1921/20/30 70:85:00,2,102,121.495215,25.133638,Taipei City,Beitou District,Fengnian Vil.
CI129581,1921/20/72 41:85:00,3,102,121.56082,25.028862,Taipei City,Xinyi District,Jingqin Vil.
C9115089,1921/20/70 41:65:00,3,102,121.519365,25.045744,Taipei City,Zhongzheng District,Liming Vil.
CB124929,1921/20/30 51:75:00,2,102,121.555498,25.05388,Taipei City,Songshan District,Longtian Vil.
CA115048,1921/20/92 70:71:00,2,102,121.500808,25.037259,Taipei City,Wanhua District,Fumin Vil.
C7900197,1921/20/51 71:61:00,3,102,121.540102,25.082299,Taipei City,Zhongshan District,Jiantan Vil.
CG137483,1921/20/32 71:61:00,3,102,121.577854,25.070212,Taipei City,Neihu District,Huyuan Vil.
CG141131,1921/20/62 51:22:00,2,102,121.57887,25.089991,Taipei City,Neihu District,Gangfu Vil.
CG144264,1921/21/21 21:75:00,2,102,121.591678,25.065554,Taipei City,Neihu District,Shitan Vil.
C8135938,1921/20/43 01:82:00,3,102,121.529044,25.013317,Taipei City,Zhongzheng District,Fushui Vil.
CC135636,1921/20/21 31:02:00,2,102,121.517535,25.089069,Taipei City,Shilin District,Hougang Vil.
CE111646,1921/20/71 52:05:00,2,102,121.555211,24.990803,Taipei City,Wenshan District,Huaxing Vil.
C7151702,1921/21/11 91:93:00,2,102,121.517501,25.066797,Taipei City,Datong District,Siwen Vil.
C7146437,1921/20/72 02:15:00,3,102,121.519894,25.072562,Taipei City,Datong District,Bau an Vil.
C6122033,1921/20/20 50:91:00,2,102,121.489677,25.041919,Taipei City,Wanhua District,Liuxiang Vil.
CI129236,1921/20/80 22:23:00,2,102,121.557261,25.039282,Taipei City,Da an District,Zhengsheng Vil.
C8148077,1921/21/10 11:54:00,2,102,121.525504,25.032525,Taipei City,Da an District,Guangming Vil.
C7151281,1921/21/11 91:52:00,2,102,121.524826,25.047306,Taipei City,Zhongzheng District,Meihua Vil.
CI129943,1921/20/80 11:04:00,2,102,121.561446,25.035684,Taipei City,Xinyi District,Xicun Vil.
C7150449,1921/21/01 21:63:00,2,102,121.513931,25.065721,Taipei City,Datong District,Penglai Vil.
CB126964,1921/20/80 30:72:00,2,102,121.55428,25.052191,Taipei City,Songshan District,Dongshi Vil.
C7148344,1921/20/72 31:81:00,3,102,121.524139,25.05551,Taipei City,Zhongshan District,Zhongshan Vil.
CB126363,1921/20/60 50:42:00,3,102,121.565995,25.051834,Taipei City,Songshan District,Anping Vil.
C8141788,1921/20/62 01:03:00,2,102,121.537839,25.040868,Taipei City,Da an District,Yicun Vil.
C7143833,1921/20/12 31:45:00,2,102,121.535682,25.054801,Taipei City,Zhongshan District,Zhongyang Vil.
CF115616,1921/20/82 21:41:00,3,102,121.526517,25.012045,Taipei City,Zhongzheng District,Fushui Vil.
C8145012,1921/20/82 71:90:00,3,102,121.520461,25.026127,Taipei City,Zhongzheng District,Banxi Vil.
C7152093,1921/21/12 50:53:00,2,102,121.517527,25.066751,Taipei City,Datong District,Siwen Vil.
C8139156,1921/20/32 81:72:00,2,102,121.528599,25.046748,Taipei City,Zhongshan District,Zhengshou Vil.
C5127242,1921/20/53 12:02:00,2,102,121.510365,25.05048,Taipei City,Datong District,Yuquan Vil.
CD124825,1921/20/10 42:23:00,2,102,121.501409,25.11458,Taipei City,Beitou District,Lixian Vil.
CE114464,1921/21/10 61:73:00,3,102,121.562668,24.999862,Taipei City,Wenshan District,Wan Mei Vil.
CD114305,1921/20/71 71:21:00,2,102,121.4993,25.129445,Taipei City,Beitou District,Zhongyang Vil.
C5127374,1921/20/82 21:95:00,2,102,121.51,25.064566,Taipei City,Datong District,Jingxing Vil.
CD126723,1921/21/11 11:71:00,3,102,121.488944,25.138037,Taipei City,Beitou District,Fengnian Vil.
CB119130,1921/20/13 11:85:00,2,102,121.557213,25.052614,Taipei City,Songshan District,Dongguang Vil.
C8146114,1921/21/00 20:84:00,3,102,121.526319,25.016585,Taipei City,Zhongzheng District,Linxing Vil.
C8145675,1921/21/12 12:31:00,2,102,121.536191,25.041701,Taipei City,Da an District,Minhui Vil.
CD129099,1921/21/13 00:10:00,3,102,121.502989,25.112467,Taipei City,Beitou District,Jiqing Vil.
C7126164,1921/20/40 31:85:00,3,102,121.550276,25.081868,Taipei City,Zhongshan District,Chenggong Vil.
CC129664,1921/20/31 70:14:00,3,102,121.533886,25.120424,Taipei City,Shilin District,Tianhe Vil.
C7144462,1921/20/32 80:72:00,2,102,121.525468,25.059693,Taipei City,Zhongshan District,Jusheng Vil.
C6123469,1921/20/11 90:74:00,3,102,121.503762,25.041585,Taipei City,Wanhua District,Ximen Vil.
C8146352,1921/21/00 31:73:00,2,102,121.539922,25.037925,Taipei City,Da an District,He an Vil.
CB126308,1921/20/51 21:24:00,3,102,121.543464,25.048032,Taipei City,Zhongshan District,Zhulun Vil.
CF115624,1921/20/90 80:85:00,3,102,121.531314,24.993355,Taipei City,Wenshan District,Jingqing Vil.
CC140278,1921/20/91 21:71:00,2,102,121.529065,25.109108,Taipei City,Shilin District,Lanya Vil.
C8136065,1921/20/31 52:14:00,2,102,121.548341,25.044251,Taipei City,Da an District,Guangwu Vil.
CI131300,1921/21/10 72:10:00,2,102,121.568798,25.047265,Taipei City,Xinyi District,Yaxiang Vil.
CC136143,1921/20/31 82:13:00,2,102,121.517139,25.094064,Taipei City,Shilin District,Hougang Vil.
C5127171,1921/20/51 71:35:00,2,102,121.509443,25.055022,Taipei City,Datong District,Yongle Vil.
CC139824,1921/20/81 30:83:00,3,102,121.519306,25.12227,Taipei City,Beitou District,Yongxin Vil.
C7152563,1921/21/21 81:02:00,3,102,121.529507,25.069097,Taipei City,Zhongshan District,Xinzhuang Vil.
CI128237,1921/20/62 61:25:00,2,102,121.558087,25.041187,Taipei City,Xinyi District,Xinglong Vil.
CG135634,1921/20/11 91:74:00,2,102,121.579621,25.071072,Taipei City,Neihu District,Huyuan Vil.
C8133633,1921/20/71 71:83:00,3,102,121.523572,25.023415,Taipei City,Zhongzheng District,Dingdong Vil.
C5126787,1921/20/71 90:01:00,2,102,121.508129,25.059027,Taipei City,Datong District,Dayou Vil.
C5124470,1921/20/51 51:13:00,3,102,121.510239,25.073759,Taipei City,Datong District,Laushi Vil.
CB126300,1921/20/50 21:23:00,3,102,121.557775,25.05978,Taipei City,Songshan District,Dongrong Vil.
C9118934,1921/20/12 90:50:00,2,102,121.506761,25.048714,Taipei City,Wanhua District,Fuxing Vil.
CB125784,1921/20/20 62:23:00,2,102,121.547418,25.057621,Taipei City,Songshan District,Songji Vil.
C7143576,1921/20/22 61:42:00,3,102,121.526531,25.063289,Taipei City,Zhongshan District,Heng an Vil.
CG138285,1921/20/31 72:05:00,3,102,121.582244,25.088529,Taipei City,Neihu District,Jinrui Vil.
CI130243,1921/20/91 11:81:00,2,102,121.55326,25.037778,Taipei City,Da an District,Checeng Vil.
CD114096,1921/21/00 61:95:00,3,102,121.493273,25.121556,Taipei City,Beitou District,Baxian Vil.
CD123390,1921/20/52 31:85:00,2,102,121.503697,25.106436,Taipei City,Beitou District,Zhoumei Vil.
CG139052,1921/20/42 50:73:00,2,102,121.581454,25.074236,Taipei City,Neihu District,Ruiguang Vil.
C7148167,1921/20/82 91:91:00,3,102,121.52082,25.053843,Taipei City,Zhongshan District,Min an Vil.
CI129402,1921/20/72 10:81:00,2,102,121.560037,25.035937,Taipei City,Xinyi District,Xicun Vil.
CD122895,1921/20/21 71:51:00,3,102,121.508407,25.118538,Taipei City,Beitou District,Jili Vil.
C8143403,1921/21/11 50:03:00,2,102,121.540358,25.042429,Taipei City,Da an District,Changlong Vil.
CC132400,1921/20/12 72:01:00,3,102,121.517926,25.119025,Taipei City,Beitou District,Donghua Vil.
CD123041,1921/20/20 32:11:00,2,102,121.496276,25.118472,Taipei City,Beitou District,Baxian Vil.
CE110869,1921/20/31 30:93:00,2,102,121.561128,25.006365,Taipei City,Wenshan District,Xingchang Vil.
CH114583,1921/21/11 81:92:00,2,102,121.597508,25.053808,Taipei City,Nangang District,Dongming Vil.
CD128681,1921/21/21 31:50:00,2,102,121.513568,25.119376,Taipei City,Beitou District,Donghua Vil.
CG145157,1921/21/21 12:34:00,2,102,121.581954,25.083838,Taipei City,Neihu District,Hubin Vil.
C8139775,1921/20/71 10:83:00,2,102,121.542544,25.02458,Taipei City,Da an District,Longyuan Vil.
CE111957,1921/20/12 31:80:00,2,102,121.560124,24.988722,Taipei City,Wenshan District,Mingyi Vil.
C5127894,1921/20/91 01:43:00,2,102,121.512793,25.07989,Taipei City,Shilin District,Fushun Vil.
CI128441,1921/20/52 01:75:00,2,102,121.563886,25.046551,Taipei City,Xinyi District,Xinren Vil.
CF111429,1921/21/22 01:31:00,3,102,121.532991,24.992551,Taipei City,Wenshan District,Jingqing Vil.
CC138210,1921/20/62 91:33:00,3,102,121.513352,25.090827,Taipei City,Shilin District,
CC139213,1921/20/72 71:82:00,2,102,121.539335,25.100448,Taipei City,Shilin District,Yanshan Vil.
C7153027,1921/21/23 11:91:00,3,102,121.528169,25.069968,Taipei City,Zhongshan District,Xinzhuang Vil.
CE112861,1921/20/91 21:85:00,3,102,121.552814,24.988418,Taipei City,Wenshan District,Huaxing Vil.
CI131966,1921/21/22 22:02:00,2,102,121.554845,25.049005,Taipei City,Songshan District,Fushi Vil.
CI118137,1921/20/60 52:34:00,2,102,121.557913,25.03771,Taipei City,Xinyi District,Xinglong Vil.
CE111749,1921/20/62 50:81:00,2,102,121.56195,24.986629,Taipei City,Wenshan District,Jhong Shun Vil.
C8138000,1921/20/52 21:51:00,2,102,121.529098,25.045819,Taipei City,Zhongzheng District,Meihua Vil.
CC139010,1921/20/62 61:14:00,2,102,121.522034,25.120168,Taipei City,Beitou District,Yongxin Vil.
CA110490,1921/20/32 90:72:00,3,102,121.510366,25.028374,Taipei City,Zhongzheng District,Longxing Vil.
CI130441,1921/21/02 80:92:00,3,102,121.561572,25.049879,Taipei City,Songshan District,Jixiang Vil.
CI117681,1921/20/52 51:84:00,3,102,121.549332,25.021609,Taipei City,Da an District,Huxiao Vil.
CE115684,1921/21/02 21:00:00,2,102,121.573125,25.001248,Taipei City,Wenshan District,Bojia Vil.
CI129017,1921/20/71 21:40:00,3,102,121.567503,25.038483,Taipei City,Xinyi District,Xicun Vil.
