CASE_NO,DateTime,ACCD_TP,Year,Longitude,Latitude,City,District,Village
C8133764,1921/20/71 21:01:00,3,102,121.54392,25.026023,Taipei City,Da an District,Qunxian Vil.
CD123570,1921/20/40 90:94:00,2,102,121.503668,25.108228,Taipei City,Beitou District,Zhoumei Vil.
C8144432,1921/21/11 81:34:00,3,102,121.53879,25.042544,Taipei City,Da an District,Changlong Vil.
CB130585,1921/20/91 01:85:00,3,102,121.539513,25.063906,Taipei City,Zhongshan District,Xingren Vil.
C9115171,1921/20/60 32:25:00,2,102,121.521555,25.044979,Taipei City,Zhongzheng District,Xingfu Vil.
CF111042,1921/20/92 81:93:00,3,102,121.528367,25.011926,Taipei City,Zhongzheng District,Fushui Vil.
C5118888,1921/20/40 21:72:00,3,102,121.50691,25.052154,Taipei City,Datong District,Yuquan Vil.
C7148848,1921/20/81 11:63:00,2,102,121.544195,25.087644,Taipei City,Zhongshan District,Dazhi Vil.
CC137214,1921/20/41 41:90:00,2,102,121.510525,25.094327,Taipei City,Shilin District,
CC141185,1921/21/12 21:45:00,2,102,121.511333,25.093081,Taipei City,Shilin District,
CC140820,1921/21/02 11:82:00,3,102,121.51863,25.0912,Taipei City,Shilin District,Hougang Vil.
CI130981,1921/21/10 40:92:00,2,102,121.564015,25.049577,Taipei City,Songshan District,Jixiang Vil.
C7144110,1921/20/82 21:70:00,3,102,121.541191,25.086428,Taipei City,Zhongshan District,Jiantan Vil.
C7143635,1921/20/13 11:10:00,2,102,121.540964,25.08602,Taipei City,Zhongshan District,Jiantan Vil.
CD121258,1921/20/62 51:83:00,3,102,121.510837,25.105812,Taipei City,Beitou District,Jianmin Vil.
C6121794,1921/20/71 21:65:00,2,102,121.499117,25.044333,Taipei City,Wanhua District,
C8144389,1921/21/22 91:23:00,2,102,121.516207,25.026391,Taipei City,Zhongzheng District,Yingxue Vil.
CI130736,1921/21/10 70:90:00,3,102,121.557037,25.042992,Taipei City,Da an District,Huasheng Vil.
CB127687,1921/20/73 11:52:00,3,102,121.551915,25.050258,Taipei City,Songshan District,Meiren Vil.
C7146081,1921/20/70 21:32:00,2,102,121.53884,25.081717,Taipei City,Zhongshan District,Jiantan Vil.
CG139293,1921/20/42 00:84:00,2,102,121.582437,25.082227,Taipei City,Neihu District,Hubin Vil.
CD121033,1921/20/43 01:30:00,2,102,121.506472,25.112517,Taipei City,Beitou District,Jiqing Vil.
C7142300,1921/20/11 41:80:00,2,102,121.535792,25.060653,Taipei City,Zhongshan District,Songjiang Vil.
C8141782,1921/20/60 71:92:00,3,102,121.516202,25.035277,Taipei City,Zhongzheng District,Jianguo Vil.
CG141007,1921/20/91 60:74:00,3,102,121.582664,25.062287,Taipei City,Neihu District,Huyuan Vil.
CC135178,1921/20/21 20:03:00,2,102,121.516407,25.096878,Taipei City,Shilin District,Fujia Vil.
C8136597,1921/20/20 12:14:00,3,102,121.529818,25.035429,Taipei City,Zhongzheng District,San ai Vil.
CE111321,1921/20/60 31:74:00,2,102,121.554642,24.986057,Taipei City,Wenshan District,Zhanglin Vil.
C7148342,1921/20/72 31:50:00,2,102,121.517312,25.076267,Taipei City,Datong District,Chongqing Vil.
C7142680,1921/20/10 81:62:00,2,102,121.515978,25.069009,Taipei City,Datong District,Zhisheng Vil.
CD121151,1921/20/51 31:55:00,2,102,121.494189,25.136314,Taipei City,Beitou District,Fengnian Vil.
CD123187,1921/20/42 22:02:00,2,102,121.494022,25.122396,Taipei City,Beitou District,Baxian Vil.
C9119179,1921/20/31 92:23:00,3,102,121.505794,25.043418,Taipei City,Wanhua District,Ximen Vil.
CG142652,1921/21/01 40:74:00,3,102,121.566703,25.078387,Taipei City,Neihu District,Xihu Vil.
C9121566,1921/21/22 02:00:00,3,102,121.507932,25.049405,Taipei City,Datong District,Yuquan Vil.
CH114515,1921/21/22 61:72:00,3,102,121.612035,25.060419,Taipei City,Nangang District,Sanchong Vil.
CC135792,1921/20/12 60:65:00,2,102,121.528157,25.106557,Taipei City,Shilin District,Zhongcheng Vil.
C7148500,1921/20/81 41:94:00,2,102,121.516569,25.066817,Taipei City,Datong District,Siwen Vil.
C9119173,1921/20/30 91:30:00,2,102,121.521255,25.045492,Taipei City,Zhongzheng District,Meihua Vil.
CI131318,1921/21/21 31:42:00,2,102,121.557235,25.044468,Taipei City,Da an District,Huasheng Vil.
C8142003,1921/20/51 01:95:00,3,102,121.548443,25.030257,Taipei City,Da an District,Longyun Vil.
CB127418,1921/20/52 31:15:00,3,102,121.555342,25.053127,Taipei City,Songshan District,Dongshi Vil.
C7146967,1921/20/72 21:82:00,3,102,121.517355,25.063565,Taipei City,Datong District,Penglai Vil.
CD124631,1921/20/22 20:80:00,2,102,121.51392,25.115721,Taipei City,Beitou District,Jili Vil.
CD127028,1921/21/12 61:23:00,2,102,121.509808,25.112361,Taipei City,Beitou District,Fuxing Vil.
CI130267,1921/21/01 01:70:00,3,102,121.560782,25.044218,Taipei City,Xinyi District,Xinren Vil.
CD128949,1921/21/20 50:70:00,2,102,121.489867,25.135155,Taipei City,Beitou District,Fengnian Vil.
C7143667,1921/20/21 61:21:00,2,102,121.542099,25.084608,Taipei City,Zhongshan District,Jiantan Vil.
CI131597,1921/21/20 41:05:00,3,102,121.56732,25.035856,Taipei City,Xinyi District,Xicun Vil.
C5131375,1921/21/22 30:72:00,3,102,121.510234,25.070215,Taipei City,Datong District,Linjiang Vil.
C5128360,1921/21/02 42:12:00,2,102,121.512136,25.077709,Taipei City,Datong District,Laushi Vil.
CF115572,1921/20/70 52:03:00,3,102,121.532312,25.007987,Taipei City,Wenshan District,Wannian Vil.
CD129045,1921/21/01 20:03:00,2,102,121.492276,25.12211,Taipei City,Beitou District,Baxian Vil.
C8135987,1921/20/50 81:40:00,3,102,121.519533,25.031843,Taipei City,Zhongzheng District,Xinying Vil.
CG140879,1921/20/72 42:12:00,2,102,121.602631,25.067482,Taipei City,Neihu District,Bao Hu Vil.
CD125570,1921/21/11 71:60:00,2,102,121.536021,25.178783,Taipei City,Beitou District,Hutian Vil.
CG143883,1921/21/11 21:70:00,2,102,121.586771,25.062955,Taipei City,Neihu District,Shitan Vil.
CG139020,1921/20/51 41:91:00,3,102,121.566128,25.082317,Taipei City,Neihu District,Xihu Vil.
CD117061,1921/20/61 91:30:00,2,102,121.507975,25.118628,Taipei City,Beitou District,Linong Vil.
CD124513,1921/20/30 61:24:00,2,102,121.509291,25.119636,Taipei City,Beitou District,Linong Vil.
C8140098,1921/20/51 21:75:00,3,102,121.535198,25.03278,Taipei City,Da an District,Longmen Vil.
CD128828,1921/21/10 41:71:00,2,102,121.49998,25.138916,Taipei City,Beitou District,Zhongyong Vil.
C7148656,1921/20/81 70:32:00,2,102,121.525335,25.070047,Taipei City,Zhongshan District,Yuanshan Vil.
C8133926,1921/20/92 30:75:00,3,102,121.526223,25.024336,Taipei City,Da an District,Guzhuang Vil.
CC142031,1921/21/21 61:74:00,2,102,121.511449,25.098812,Taipei City,Beitou District,Zhoumei Vil.
CA111221,1921/20/50 61:43:00,3,102,121.525319,25.015103,Taipei City,Zhongzheng District,Linxing Vil.
CI129152,1921/20/80 72:33:00,2,102,121.54926,25.027979,Taipei City,Da an District,Quan an Vil.
CI118474,1921/20/61 10:92:00,3,102,121.557209,25.037725,Taipei City,Da an District,Zhengsheng Vil.
C7147105,1921/20/61 21:50:00,3,102,121.514712,25.064778,Taipei City,Datong District,Penglai Vil.
C7132106,1921/20/32 61:11:00,3,102,121.521461,25.060398,Taipei City,Zhongshan District,Jiying Vil.
CD121074,1921/20/51 80:92:00,2,102,121.500523,25.114596,Taipei City,Beitou District,
C5127529,1921/20/80 71:44:00,2,102,121.508215,25.06468,Taipei City,Datong District,
C8146450,1921/21/12 91:20:00,3,102,121.544195,25.036182,Taipei City,Da an District,Renci Vil.
C7147152,1921/20/70 42:23:00,2,102,121.516253,25.05415,Taipei City,Datong District,Xingming Vil.
CD122862,1921/20/20 51:84:00,2,102,121.511538,25.110696,Taipei City,Beitou District,Fuxing Vil.
C7152218,1921/21/12 92:20:00,3,102,121.528109,25.06993,Taipei City,Zhongshan District,Xinzhuang Vil.
C8136325,1921/20/11 50:25:00,3,102,121.540405,25.043526,Taipei City,Da an District,Changlong Vil.
CD124524,1921/20/31 80:41:00,2,102,121.496447,25.118678,Taipei City,Beitou District,Baxian Vil.
CF110985,1921/21/00 40:14:00,2,102,121.535225,25.002106,Taipei City,Wenshan District,Wanhe Vil.
CB125379,1921/20/32 31:81:00,3,102,121.562038,25.053006,Taipei City,Songshan District,Dongguang Vil.
CC140318,1921/20/91 21:22:00,2,102,121.540581,25.112502,Taipei City,Shilin District,Dongshan Vil.
CH113496,1921/20/91 52:30:00,3,102,121.615448,25.039184,Taipei City,Nangang District,Zhongyan Vil.
CC141378,1921/21/10 11:85:00,3,102,121.512186,25.099591,Taipei City,Beitou District,Jianmin Vil.
CI118446,1921/20/62 91:11:00,2,102,121.56069,25.050807,Taipei City,Songshan District,Jixiang Vil.
CG141843,1921/20/82 81:62:00,2,102,121.586666,25.085975,Taipei City,Neihu District,Hubin Vil.
CE115924,1921/21/12 92:31:00,2,102,121.562489,24.990856,Taipei City,Wenshan District,Mingxing Vil.
CD128981,1921/21/02 12:00:00,2,102,121.491073,25.134491,Taipei City,Beitou District,Fengnian Vil.
C8143047,1921/20/12 11:90:00,3,102,121.529253,25.012972,Taipei City,Zhongzheng District,Fushui Vil.
C9115291,1921/20/71 11:94:00,2,102,121.521614,25.04448,Taipei City,Zhongzheng District,Xingfu Vil.
C7142579,1921/20/10 40:91:00,3,102,121.54141,25.079846,Taipei City,Zhongshan District,Jiantan Vil.
C9118963,1921/20/12 31:73:00,3,102,121.514903,25.046233,Taipei City,Zhongzheng District,Liming Vil.
CD117044,1921/20/60 51:53:00,2,102,121.478795,25.140153,Taipei City,Beitou District,Tauyuan Vil.
CC135917,1921/20/31 40:81:00,3,102,121.520685,25.104126,Taipei City,Shilin District,Lanxing Vil.
C7144920,1921/20/41 71:75:00,3,102,121.530252,25.051976,Taipei City,Zhongshan District,Xingya Vil.
CI131630,1921/21/20 31:25:00,2,102,121.549395,25.04692,Taipei City,Songshan District,Dunhua Vil.
CI105509,1921/20/10 91:25:00,3,102,121.555369,25.040993,Taipei City,Da an District,Zhengsheng Vil.
C7144337,1921/20/20 71:82:00,2,102,121.517459,25.06975,Taipei City,Datong District,Zhisheng Vil.
CE110835,1921/20/31 11:90:00,2,102,121.562917,24.993562,Taipei City,Wenshan District,Mingxing Vil.
C5130860,1921/20/81 20:93:00,3,102,121.509246,25.062027,Taipei City,Datong District,Nanfang Vil.
C7148117,1921/20/72 92:22:00,2,102,121.521961,25.059286,Taipei City,Zhongshan District,Jiying Vil.
CI124633,1921/20/22 81:01:00,3,102,121.55862,25.047296,Taipei City,Songshan District,Fusheng Vil.
C9118365,1921/20/41 31:61:00,2,102,121.515197,25.040334,Taipei City,Zhongzheng District,Liming Vil.
CB133177,1921/21/01 41:90:00,2,102,121.540677,25.050068,Taipei City,Zhongshan District,Lixing Vil.
C9119406,1921/20/31 51:90:00,2,102,121.506821,25.045283,Taipei City,Wanhua District,Wanshou Vil.
CC136307,1921/20/41 42:10:00,2,102,121.510166,25.091766,Taipei City,Shilin District,Shezi Vil.
CB126233,1921/20/52 71:23:00,3,102,121.556584,25.051103,Taipei City,Songshan District,Fushi Vil.
CG138296,1921/20/32 41:12:00,2,102,121.583936,25.088025,Taipei City,Neihu District,Jinrui Vil.
C7140352,1921/20/11 81:05:00,3,102,121.522962,25.062251,Taipei City,Zhongshan District,Juye Vil.
CG141883,1921/20/72 50:83:00,2,102,121.582301,25.079828,Taipei City,Neihu District,Gangfu Vil.
CG140939,1921/20/90 82:12:00,3,102,121.56752,25.066129,Taipei City,Songshan District,Zhuangjing Vil.
CC132232,1921/20/12 31:40:00,2,102,121.518834,25.115801,Taipei City,Beitou District,Zhenhua Vil.
C5123970,1921/20/20 10:84:00,3,102,121.508369,25.070373,Taipei City,Datong District,
CD126891,1921/20/92 81:92:00,3,102,121.516984,25.125233,Taipei City,Beitou District,Yongxin Vil.
C8140766,1921/20/22 11:50:00,3,102,121.549408,25.046915,Taipei City,Songshan District,Dunhua Vil.
CB124865,1921/20/21 31:24:00,2,102,121.547394,25.058115,Taipei City,Songshan District,Minyou Vil.
CG138737,1921/20/32 80:74:00,2,102,121.607741,25.072042,Taipei City,Neihu District,Huzhou Vil.
C8139790,1921/20/41 11:71:00,2,102,121.543858,25.043222,Taipei City,Da an District,Guangwu Vil.
CI128786,1921/20/62 01:70:00,3,102,121.549666,25.038059,Taipei City,Da an District,Jianlun Vil.
CH113099,1921/20/62 52:04:00,3,102,121.608438,25.040096,Taipei City,Nangang District,Zhongyan Vil.
C7151875,1921/21/10 80:85:00,3,102,121.533414,25.059536,Taipei City,Zhongshan District,Songjiang Vil.
CF108696,1921/20/52 51:70:00,2,102,121.547775,25.0012,Taipei City,Wenshan District,Xingbang Vil.
CE113319,1921/20/20 41:52:00,2,102,121.542285,24.989341,Taipei City,Wenshan District,Jingdong Vil.
CD127638,1921/21/02 42:12:00,2,102,121.509482,25.117329,Taipei City,Beitou District,Jili Vil.
CG142062,1921/20/80 21:53:00,3,102,121.602845,25.065743,Taipei City,Neihu District,Huzhou Vil.
CI129846,1921/20/81 32:14:00,2,102,121.551976,25.026731,Taipei City,Da an District,Fazhi Vil.
C6128336,1921/21/22 40:63:00,2,102,121.494942,25.037741,Taipei City,Wanhua District,Liuxiang Vil.
CG138666,1921/20/72 71:50:00,2,102,121.567773,25.077608,Taipei City,Zhongshan District,Jintai Vil.
CI118194,1921/20/50 10:53:00,2,102,121.549798,25.021958,Taipei City,Da an District,Huxiao Vil.
C7150395,1921/21/02 21:91:00,2,102,121.521727,25.050366,Taipei City,Zhongshan District,Min an Vil.
CG140978,1921/20/70 12:15:00,3,102,121.556633,25.084567,Taipei City,Zhongshan District,Jintai Vil.
CG141073,1921/20/61 60:94:00,3,102,121.582584,25.082657,Taipei City,Neihu District,Hubin Vil.
C7143271,1921/20/12 91:23:00,2,102,121.540424,25.0467,Taipei City,Zhongshan District,Pitou Vil.
CD121481,1921/20/42 61:21:00,2,102,121.496917,25.118041,Taipei City,Beitou District,Baxian Vil.
CC139585,1921/20/80 81:03:00,2,102,121.517421,25.087758,Taipei City,Shilin District,Fuzhong Vil.
C8148487,1921/21/13 01:65:00,2,102,121.545317,25.041427,Taipei City,Da an District,Ren ai Vil.
CC135977,1921/20/32 31:14:00,3,102,121.526289,25.099765,Taipei City,Shilin District,Jiujia Vil.
CG136683,1921/20/50 71:55:00,3,102,121.573048,25.08118,Taipei City,Neihu District,Lishan Vil.
C9121044,1921/21/00 21:72:00,3,102,121.508233,25.050552,Taipei City,Datong District,Yuquan Vil.
CB123838,1921/20/42 51:83:00,2,102,121.568621,25.052007,Taipei City,Songshan District,Anping Vil.
CC140802,1921/20/92 61:54:00,3,102,121.503371,25.091912,Taipei City,Shilin District,Yonglun Vil.
C8141767,1921/20/52 51:74:00,3,102,121.542796,25.046307,Taipei City,Zhongshan District,Pitou Vil.
CG141225,1921/20/72 61:74:00,3,102,121.582599,25.067017,Taipei City,Neihu District,Huyuan Vil.
C7152449,1921/21/20 21:12:00,3,102,121.524641,25.053849,Taipei City,Zhongshan District,Kangle Vil.
CG143887,1921/21/10 81:83:00,3,102,121.564361,25.067002,Taipei City,Songshan District,Jingzhong Vil.
CA115347,1921/21/02 91:71:00,2,102,121.505797,25.028128,Taipei City,Zhongzheng District,Zhongqin Vil.
C7144801,1921/20/31 31:61:00,3,102,121.519296,25.066608,Taipei City,Datong District,Siwen Vil.
CD129925,1921/20/91 50:53:00,2,102,121.488897,25.137929,Taipei City,Beitou District,Fengnian Vil.
CE116064,1921/21/00 31:73:00,2,102,121.554829,24.983338,Taipei City,Wenshan District,Zhanglin Vil.
C5103607,1921/20/93 01:80:00,2,102,121.510269,25.068824,Taipei City,Datong District,Linjiang Vil.
CG140677,1921/20/72 01:41:00,2,102,121.578359,25.061356,Taipei City,Neihu District,Huyuan Vil.
C8145510,1921/21/20 30:01:00,3,102,121.54572,25.045391,Taipei City,Songshan District,Zhonglun Vil.
CA118179,1921/21/22 80:20:00,2,102,121.50033,25.030975,Taipei City,Wanhua District,Shuangyuan Vil.
C7148245,1921/20/82 90:90:00,2,102,121.517798,25.049331,Taipei City,Datong District,Jianming Vil.
CI129963,1921/20/90 61:04:00,2,102,121.561676,25.046581,Taipei City,Xinyi District,Xinren Vil.
C8134090,1921/20/70 91:25:00,2,102,121.52659,25.028017,Taipei City,Da an District,Jin an Vil.
CD123673,1921/20/32 80:90:00,2,102,121.511152,25.120616,Taipei City,Beitou District,Donghua Vil.
C5126988,1921/20/80 60:81:00,2,102,121.509674,25.059259,Taipei City,Datong District,Dayou Vil.
CB124959,1921/20/11 52:01:00,2,102,121.560411,25.051233,Taipei City,Songshan District,Jixiang Vil.
C5130318,1921/20/73 11:61:00,2,102,121.50644,25.053345,Taipei City,Datong District,Yuquan Vil.
C8139785,1921/20/40 11:30:00,2,102,121.537826,25.037336,Taipei City,Da an District,Minzhao Vil.
C7150094,1921/20/93 02:04:00,3,102,121.525156,25.069058,Taipei City,Zhongshan District,Yuanshan Vil.
CA110212,1921/20/22 20:10:00,2,102,121.497125,25.03543,Taipei City,Wanhua District,Qingshan Vil.
C9119652,1921/20/72 61:75:00,3,102,121.519405,25.038139,Taipei City,Zhongzheng District,Dongmen Vil.
C9118539,1921/20/60 52:21:00,2,102,121.510814,25.04642,Taipei City,Zhongzheng District,Guangfu Vil.
CI105938,1921/20/31 50:75:00,3,102,121.551438,25.043106,Taipei City,Da an District,Jian an Vil.
CC136954,1921/20/51 30:82:00,3,102,121.513229,25.099855,Taipei City,Beitou District,Jianmin Vil.
C8140613,1921/20/21 51:51:00,3,102,121.523938,25.028298,Taipei City,Da an District,Jinhua Vil.
CE110980,1921/20/60 51:43:00,3,102,121.574336,24.98751,Taipei City,Wenshan District,Wanxing Vil.
CE114639,1921/21/22 01:93:00,3,102,121.563754,24.997738,Taipei City,Wenshan District,Wan Mei Vil.
CI118519,1921/20/52 91:13:00,2,102,121.55557,25.039372,Taipei City,Da an District,Zhengsheng Vil.
C7143711,1921/20/20 10:61:00,2,102,121.515098,25.070667,Taipei City,Datong District,Zhisheng Vil.
CC137610,1921/20/62 40:84:00,2,102,121.510209,25.091759,Taipei City,Shilin District,Shezi Vil.
CB130364,1921/20/80 61:85:00,2,102,121.548334,25.055584,Taipei City,Songshan District,Songji Vil.
CE113742,1921/20/20 71:20:00,2,102,121.565424,24.993527,Taipei City,Wenshan District,Muzha Vil.
C8136834,1921/20/21 51:13:00,2,102,121.520221,25.031262,Taipei City,Zhongzheng District,Xinying Vil.
CG137396,1921/20/41 21:40:00,2,102,121.609021,25.071613,Taipei City,Neihu District,Huzhou Vil.
CG138741,1921/20/32 91:25:00,2,102,121.571967,25.060754,Taipei City,Neihu District,Huyuan Vil.
CE112995,1921/20/92 51:30:00,2,102,121.563003,24.989522,Taipei City,Wenshan District,Mingxing Vil.
CE111619,1921/20/53 12:13:00,3,102,121.561443,25.002869,Taipei City,Wenshan District,Xingguang Vil.
C6125448,1921/20/30 51:43:00,2,102,121.4924,25.032986,Taipei City,Wanhua District,Luti Vil.
C8135975,1921/20/31 82:21:00,3,102,121.535092,25.028399,Taipei City,Da an District,Longmen Vil.
CB125488,1921/20/30 11:02:00,2,102,121.547094,25.049886,Taipei City,Songshan District,Zhongzheng Vil.
C8140405,1921/20/62 11:23:00,2,102,121.53085,25.043674,Taipei City,Zhongzheng District,Meihua Vil.
CB127086,1921/20/51 70:83:00,2,102,121.545262,25.053427,Taipei City,Songshan District,Zhongzheng Vil.
C8145801,1921/21/12 11:65:00,2,102,121.535434,25.043447,Taipei City,Da an District,Minhui Vil.
CH113766,1921/20/91 00:90:00,3,102,121.608041,25.045747,Taipei City,Nangang District,Zhongnan Vil.
C9121268,1921/21/10 80:95:00,2,102,121.509934,25.040336,Taipei City,Zhongzheng District,Jianguo Vil.
CG140559,1921/20/72 71:91:00,3,102,121.596693,25.099966,Taipei City,Neihu District,Dahu Vil.
C6121672,1921/20/71 51:43:00,2,102,121.503762,25.041585,Taipei City,Wanhua District,Ximen Vil.
CH114709,1921/21/10 30:43:00,3,102,121.579722,25.056478,Taipei City,Neihu District,Zhoumei Vil.
C7146204,1921/20/53 00:75:00,2,102,121.541485,25.085183,Taipei City,Zhongshan District,Jiantan Vil.
C7150581,1921/21/01 01:25:00,2,102,121.514746,25.059788,Taipei City,Datong District,Minquan Vil.
CG139313,1921/20/40 40:65:00,3,102,121.585833,25.083233,Taipei City,Neihu District,Hubin Vil.
C8133922,1921/20/91 71:81:00,3,102,121.540563,25.026331,Taipei City,Da an District,Longsheng Vil.
CI130708,1921/21/10 42:22:00,3,102,121.570774,25.046175,Taipei City,Xinyi District,Yaxiang Vil.
CH112391,1921/20/20 72:03:00,3,102,121.610602,25.056754,Taipei City,Nangang District,Sanchong Vil.
C7144945,1921/20/22 71:83:00,3,102,121.528516,25.066843,Taipei City,Zhongshan District,Xinzhuang Vil.
CI131974,1921/21/22 50:63:00,2,102,121.560161,25.030487,Taipei City,Xinyi District,Jinglian Vil.
C8140437,1921/20/60 60:83:00,3,102,121.536893,25.037445,Taipei City,Da an District,Minzhao Vil.
CI118309,1921/20/50 90:30:00,3,102,121.576004,25.041131,Taipei City,Xinyi District,Futai Vil.
C7143083,1921/20/10 21:01:00,3,102,121.541687,25.081928,Taipei City,Zhongshan District,Jiantan Vil.
CB126918,1921/20/51 11:30:00,2,102,121.554794,25.062285,Taipei City,Songshan District,Jingzhong Vil.
CI130578,1921/20/92 61:04:00,2,102,121.571827,25.044505,Taipei City,Xinyi District,Liuyi Vil.
C7900367,1921/20/42 00:74:00,2,102,121.514148,25.049989,Taipei City,Datong District,Jianming Vil.
C7145321,1921/20/32 91:41:00,3,102,121.515872,25.05584,Taipei City,Datong District,Xingming Vil.
CG141657,1921/20/81 51:73:00,3,102,121.550815,25.08702,Taipei City,Zhongshan District,Bei an Vil.
C9114746,1921/20/70 81:24:00,2,102,121.509558,25.050353,Taipei City,Datong District,Yuquan Vil.
